engine,score,kind,pages,ok,error,wallMs,wallMsPerPage,usd,tokensIn,tokensOut,f1,precision,recall,anyHandF1,globalF1,onsetMeanAbs,durationAcc,barsGt,barsEng,barsAligned,barsExactDur,barsOverfull,barsUnderfull,geoRecall,geoXIoU,scoreDataMeasures,measuresPlaced,measuresWithSlots,systemsWithStaves,fallbackPages,llmCalls,warnings
llm-geo+sys,bach-prelude-846,typeset,3,true,,28704,9568,0.15479199999999999,46071,6265,0.8184,0.8821,0.7632,0.8184,0.2051,45.3,0.9952,35,35,35,26,9,0,1,,35,35,35,14,3,14,measure_overfull measure_underfull tempo_defaulted page_1_audiveris page_2_audiveris page_3_audiveris
llm-geo+sys,bach-fugue-846,typeset,4,true,,37651,9413,0.186428,55374,7568,0.9048,0.934,0.8773,0.9048,0.4667,1.7,0.9699,27,27,27,24,3,0,1,,27,27,24,16,4,16,multi_part_collapsed measure_overfull tempo_defaulted page_1_audiveris page_2_audiveris page_3_audiveris page_4_audiveris
llm-geo+sys,bach-prelude-848,typeset,3,true,,34552,11517,0.217502,56366,10477,0.9938,0.9938,0.9938,0.9938,0.9123,0.4,0.9888,104,104,104,99,5,0,1,,104,104,104,17,3,17,measure_overfull tempo_defaulted page_1_audiveris page_2_audiveris page_3_audiveris
llm-geo+sys,beethoven-8-2,typeset,8,true,,66386,8298,0.357042,94561,16792,0.7043,0.7117,0.697,0.7049,0.1577,30.9,0.993,73,73,73,15,58,0,1,,73,73,61,27,7,27,measure_overfull measure_underfull dynamics_not_staff_split tempo_defaulted multiple_movements_concatenated page_1_audiveris page_3_audiveris page_4_audiveris page_5_audiveris page_6_audiveris page_7_audiveris page_8_audiveris
llm-geo+sys,haydn-39-3,typeset,5,true,,45576,9115,0.345106,89183,16674,0.9019,0.9545,0.8548,0.9019,0.3367,0,0.9732,121,113,113,108,5,0,0.9587,,223,223,219,28,5,28,multi_part_collapsed measure_overfull measure_underfull tempo_inferred dynamics_not_staff_split repeats_unrolled page_1_audiveris page_2_audiveris page_3_audiveris page_4_audiveris page_5_audiveris
llm-geo+sys,mozart-11-3,typeset,5,true,,55032,11006,0.35822000000000004,95960,16630,0.7411,0.9011,0.6293,0.7411,0.3181,0.3,0.9663,137,140,137,124,9,4,1,,243,243,240,29,5,29,measure_underfull measure_overfull tempo_inferred dynamics_not_staff_split repeats_unrolled page_1_audiveris page_2_audiveris page_3_audiveris page_4_audiveris page_5_audiveris
llm-geo+sys,mozart-12-2,typeset,6,true,,53503,8917,0.329054,83152,16275,0.8359,0.9143,0.7699,0.8359,0.2968,6.5,0.9734,40,40,40,32,7,1,1,,40,40,34,25,6,25,multi_part_collapsed measure_overfull measure_underfull tempo_inferred page_1_audiveris page_2_audiveris page_3_audiveris page_4_audiveris page_5_audiveris page_6_audiveris
llm-geo+sys,chopin-10-3,typeset,7,true,,60368,8624,0.38199800000000006,91554,19889,0.7753,0.7617,0.7893,0.7829,0.0574,7.6,0.9764,78,84,78,12,66,0,1,,84,84,58,26,6,26,measure_overfull measure_underfull multiple_movements_concatenated page_2_audiveris page_3_audiveris page_4_audiveris page_5_audiveris page_6_audiveris page_7_audiveris
llm-geo+sys,scriabin-8-11,typeset,3,true,,30663,10221,0.221144,49052,12304,0.9189,0.9235,0.9144,0.9231,0.3942,4.3,0.9586,54,54,54,40,14,0,1,,54,54,47,15,3,15,measure_overfull measure_underfull page_1_audiveris page_2_audiveris page_3_audiveris
llm-geo+sys,ravel-pavane,typeset,4,true,,45839,11460,0.289724,66947,15583,0.8159,0.8223,0.8095,0.8169,0.3095,6.1,0.9313,72,72,72,59,13,0,1,,72,72,72,20,4,20,measure_underfull measure_overfull ornaments_realized tempo_defaulted page_1_audiveris page_2_audiveris page_3_audiveris page_4_audiveris
